time -#- entry name -#- value
 2020-03-29 07:42:00 -#- log file createdtime -#- entry name -#- value
 2020-03-29 07:42:00 -#- log file createdtime -#- entry name -#- value
 2020-03-29 07:42:00 -#- log file createdtime -#- entry name -#- value
 2020-03-29 07:42:00 -#- log file created
